,Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
292,17/08/2024,2024/25,Burnley,Cardiff,5,0,H,2.0,0.0,H,M Salisbury,9.0,11.0,4.0,4.0,19.0,6.0,2.0,5.0,2.0,1.0,0.0,0.0,20240817,English Second
293,17/08/2024,2024/25,Norwich,Blackburn,2,2,D,0.0,1.0,A,J Bell,14.0,7.0,4.0,3.0,12.0,12.0,6.0,5.0,2.0,3.0,0.0,0.0,20240817,English Second
294,17/08/2024,2024/25,Plymouth,Hull,1,1,D,0.0,0.0,D,L Doughty,16.0,14.0,7.0,2.0,13.0,16.0,6.0,3.0,3.0,1.0,0.0,0.0,20240817,English Second
295,17/08/2024,2024/25,Sheffield United,QPR,2,2,D,2.0,0.0,H,A Backhouse,14.0,14.0,3.0,3.0,15.0,9.0,4.0,9.0,2.0,2.0,0.0,1.0,20240817,English Second
296,17/08/2024,2024/25,Swansea,Preston,3,0,H,1.0,0.0,H,S Martin,12.0,5.0,6.0,2.0,11.0,21.0,5.0,3.0,1.0,3.0,0.0,0.0,20240817,English Second
297,17/08/2024,2024/25,Watford,Stoke,3,0,H,0.0,0.0,D,T Nield,24.0,7.0,8.0,3.0,12.0,15.0,2.0,4.0,2.0,2.0,0.0,0.0,20240817,English Second
298,16/08/2024,2024/25,Coventry,Oxford,3,2,H,2.0,1.0,H,D Coote,26.0,7.0,10.0,2.0,9.0,7.0,14.0,1.0,0.0,2.0,0.0,0.0,20240816,English Second
299,12/08/2024,2024/25,Luton,Burnley,1,4,A,0.0,2.0,A,M Donohue,10.0,11.0,3.0,6.0,11.0,17.0,5.0,4.0,2.0,3.0,0.0,0.0,20240812,English Second
300,11/08/2024,2024/25,Sheffield Weds,Plymouth,4,0,H,1.0,0.0,H,L Smith,31.0,5.0,11.0,1.0,15.0,14.0,15.0,1.0,1.0,1.0,0.0,0.0,20240811,English Second
301,10/08/2024,2024/25,Cardiff,Sunderland,0,2,A,0.0,1.0,A,A Davies,12.0,11.0,4.0,4.0,10.0,8.0,4.0,4.0,0.0,2.0,0.0,0.0,20240810,English Second
302,10/08/2024,2024/25,Hull,Bristol City,1,1,D,0.0,0.0,D,K Stroud,11.0,15.0,5.0,3.0,10.0,13.0,2.0,8.0,0.0,2.0,0.0,0.0,20240810,English Second
303,10/08/2024,2024/25,Leeds,Portsmouth,3,3,D,1.0,2.0,A,O Langford,22.0,5.0,10.0,4.0,19.0,21.0,12.0,0.0,2.0,4.0,0.0,0.0,20240810,English Second
304,10/08/2024,2024/25,Middlesbrough,Swansea,1,0,H,1.0,0.0,H,S Allison,18.0,5.0,4.0,0.0,14.0,12.0,6.0,9.0,1.0,4.0,0.0,0.0,20240810,English Second
305,10/08/2024,2024/25,Millwall,Watford,2,3,A,0.0,1.0,A,J Busby,16.0,10.0,4.0,5.0,11.0,15.0,5.0,5.0,2.0,3.0,0.0,0.0,20240810,English Second
306,10/08/2024,2024/25,Oxford,Norwich,2,0,H,1.0,0.0,H,A Kitchen,12.0,10.0,4.0,2.0,4.0,14.0,5.0,5.0,1.0,3.0,0.0,0.0,20240810,English Second
307,10/08/2024,2024/25,QPR,West Brom,1,3,A,1.0,1.0,D,D Webb,11.0,7.0,6.0,4.0,7.0,7.0,12.0,3.0,1.0,0.0,0.0,0.0,20240810,English Second
308,10/08/2024,2024/25,Stoke,Coventry,1,0,H,0.0,0.0,D,G Ward,11.0,8.0,2.0,1.0,7.0,9.0,9.0,7.0,2.0,1.0,0.0,0.0,20240810,English Second
309,9/08/2024,2024/25,Blackburn,Derby,4,2,H,1.0,0.0,H,J Smith,11.0,12.0,7.0,4.0,9.0,10.0,1.0,9.0,1.0,3.0,0.0,0.0,20240809,English Second
310,9/08/2024,2024/25,Preston,Sheffield United,0,2,A,0.0,1.0,A,R Madley,12.0,11.0,2.0,3.0,11.0,14.0,3.0,6.0,1.0,0.0,0.0,0.0,20240809,English Second
