,Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
0,15/01/2025,2024/25,Blackburn,Portsmouth,3,0,H,0.0,0.0,D,F Hallam,13.0,11.0,6.0,2.0,15.0,19.0,5.0,6.0,1.0,3.0,0.0,0.0,20250115,English Second
1,14/01/2025,2024/25,Cardiff,Watford,1,1,D,0.0,0.0,D,O Langford,12.0,4.0,4.0,2.0,8.0,14.0,7.0,3.0,1.0,2.0,0.0,0.0,20250114,English Second
2,14/01/2025,2024/25,Plymouth,Oxford,1,1,D,0.0,1.0,A,S Allison,11.0,8.0,2.0,3.0,8.0,10.0,6.0,3.0,1.0,1.0,0.0,0.0,20250114,English Second
3,6/01/2025,2024/25,QPR,Luton,2,1,H,1.0,1.0,D,A Davies,15.0,18.0,6.0,4.0,10.0,9.0,3.0,4.0,1.0,1.0,0.0,0.0,20250106,English Second
4,5/01/2025,2024/25,Sunderland,Portsmouth,1,0,H,1.0,0.0,H,T Bramall,24.0,6.0,8.0,1.0,9.0,10.0,7.0,3.0,1.0,2.0,0.0,1.0,20250105,English Second
5,4/01/2025,2024/25,Blackburn,Burnley,0,1,A,0.0,0.0,D,A Kitchen,11.0,4.0,1.0,2.0,16.0,18.0,10.0,0.0,2.0,2.0,0.0,0.0,20250104,English Second
6,4/01/2025,2024/25,Stoke,Plymouth,0,0,D,0.0,0.0,D,D Whitestone,18.0,2.0,3.0,1.0,13.0,11.0,6.0,3.0,1.0,2.0,0.0,0.0,20250104,English Second
7,4/01/2025,2024/25,Swansea,West Brom,1,1,D,0.0,0.0,D,S Allison,11.0,16.0,2.0,4.0,6.0,8.0,5.0,6.0,2.0,4.0,0.0,0.0,20250104,English Second
8,4/01/2025,2024/25,Bristol City,Derby,1,0,H,1.0,0.0,H,W Finnie,11.0,9.0,2.0,3.0,7.0,12.0,6.0,7.0,3.0,1.0,0.0,0.0,20250104,English Second
9,4/01/2025,2024/25,Hull,Leeds,3,3,D,1.0,0.0,H,A Backhouse,15.0,17.0,6.0,9.0,14.0,9.0,5.0,7.0,0.0,1.0,0.0,0.0,20250104,English Second
10,4/01/2025,2024/25,Middlesbrough,Cardiff,1,1,D,1.0,1.0,D,T Nield,9.0,8.0,3.0,2.0,9.0,15.0,4.0,4.0,2.0,3.0,0.0,0.0,20250104,English Second
11,4/01/2025,2024/25,Norwich,Coventry,2,1,H,0.0,1.0,A,J Bell,24.0,6.0,9.0,2.0,9.0,16.0,9.0,1.0,1.0,2.0,0.0,0.0,20250104,English Second
12,4/01/2025,2024/25,Preston,Oxford,1,1,D,0.0,1.0,A,B Toner,19.0,5.0,5.0,3.0,12.0,13.0,4.0,2.0,3.0,3.0,0.0,0.0,20250104,English Second
13,4/01/2025,2024/25,Sheffield Weds,Millwall,2,2,D,1.0,0.0,H,R Jones,14.0,14.0,2.0,6.0,16.0,17.0,4.0,2.0,1.0,3.0,0.0,0.0,20250104,English Second
14,4/01/2025,2024/25,Watford,Sheffield United,1,2,A,1.0,1.0,D,D Webb,7.0,7.0,4.0,6.0,9.0,8.0,4.0,0.0,2.0,1.0,0.0,0.0,20250104,English Second
15,1/01/2025,2024/25,Plymouth,Bristol City,2,2,D,0.0,1.0,A,T Robinson,15.0,14.0,7.0,6.0,12.0,12.0,1.0,6.0,1.0,0.0,0.0,0.0,20250101,English Second
16,1/01/2025,2024/25,QPR,Watford,3,1,H,2.0,0.0,H,S Martin,9.0,12.0,5.0,3.0,16.0,18.0,2.0,6.0,4.0,4.0,0.0,0.0,20250101,English Second
17,1/01/2025,2024/25,Millwall,Oxford,0,1,A,0.0,0.0,D,R Ricardo,15.0,8.0,4.0,2.0,15.0,11.0,3.0,4.0,0.0,1.0,0.0,0.0,20250101,English Second
18,1/01/2025,2024/25,Burnley,Stoke,0,0,D,0.0,0.0,D,G Ward,18.0,14.0,2.0,3.0,8.0,16.0,6.0,2.0,1.0,4.0,1.0,0.0,20250101,English Second
19,1/01/2025,2024/25,Cardiff,Coventry,1,1,D,1.0,0.0,H,G Eltringham,12.0,17.0,2.0,7.0,8.0,9.0,6.0,9.0,2.0,0.0,1.0,0.0,20250101,English Second
20,1/01/2025,2024/25,Leeds,Blackburn,1,1,D,0.0,0.0,D,O Langford,12.0,4.0,4.0,2.0,9.0,15.0,8.0,3.0,2.0,4.0,0.0,0.0,20250101,English Second
21,1/01/2025,2024/25,Luton,Norwich,0,1,A,0.0,0.0,D,J Gillett,14.0,10.0,3.0,2.0,11.0,9.0,9.0,5.0,1.0,1.0,0.0,0.0,20250101,English Second
22,1/01/2025,2024/25,Portsmouth,Swansea,4,0,H,2.0,0.0,H,J Linington,14.0,12.0,6.0,3.0,12.0,5.0,6.0,6.0,1.0,0.0,0.0,0.0,20250101,English Second
23,1/01/2025,2024/25,Sheffield Weds,Derby,4,2,H,1.0,0.0,H,L Smith,13.0,17.0,8.0,8.0,8.0,8.0,4.0,11.0,1.0,2.0,0.0,0.0,20250101,English Second
24,1/01/2025,2024/25,West Brom,Preston,3,1,H,3.0,0.0,H,R Madley,12.0,10.0,7.0,5.0,12.0,14.0,3.0,5.0,1.0,4.0,0.0,0.0,20250101,English Second
25,1/01/2025,2024/25,Hull,Middlesbrough,0,1,A,0.0,0.0,D,L Doughty,7.0,17.0,0.0,6.0,14.0,6.0,3.0,7.0,2.0,1.0,0.0,0.0,20250101,English Second
26,1/01/2025,2024/25,Sunderland,Sheffield United,2,1,H,2.0,1.0,H,M Donohue,14.0,16.0,6.0,3.0,13.0,7.0,4.0,10.0,4.0,1.0,0.0,0.0,20250101,English Second
27,29/12/2024,2024/25,Norwich,QPR,1,1,D,0.0,1.0,A,S Barrott,19.0,4.0,4.0,0.0,15.0,18.0,4.0,4.0,1.0,4.0,0.0,0.0,20241229,English Second
28,29/12/2024,2024/25,Preston,Sheffield Weds,3,1,H,1.0,0.0,H,S Gill,14.0,18.0,7.0,3.0,15.0,18.0,3.0,6.0,0.0,2.0,0.0,0.0,20241229,English Second
29,29/12/2024,2024/25,Sheffield United,West Brom,1,1,D,1.0,1.0,D,S Attwell,14.0,10.0,2.0,6.0,12.0,11.0,2.0,2.0,3.0,2.0,0.0,0.0,20241229,English Second
30,29/12/2024,2024/25,Blackburn,Hull,0,1,A,0.0,0.0,D,D Whitestone,14.0,8.0,2.0,3.0,12.0,16.0,8.0,3.0,3.0,0.0,0.0,0.0,20241229,English Second
31,29/12/2024,2024/25,Bristol City,Portsmouth,3,0,H,3.0,0.0,H,J Busby,20.0,5.0,7.0,2.0,11.0,10.0,10.0,4.0,1.0,1.0,0.0,0.0,20241229,English Second
32,29/12/2024,2024/25,Coventry,Millwall,0,0,D,0.0,0.0,D,A Kitchen,6.0,10.0,1.0,2.0,13.0,15.0,5.0,5.0,0.0,1.0,0.0,0.0,20241229,English Second
33,29/12/2024,2024/25,Oxford,Plymouth,2,0,H,1.0,0.0,H,D Webb,14.0,11.0,5.0,2.0,9.0,15.0,9.0,6.0,0.0,2.0,0.0,0.0,20241229,English Second
34,29/12/2024,2024/25,Stoke,Sunderland,1,0,H,0.0,0.0,D,J Bell,11.0,22.0,4.0,7.0,17.0,11.0,4.0,12.0,5.0,2.0,0.0,0.0,20241229,English Second
35,29/12/2024,2024/25,Swansea,Luton,2,1,H,1.0,1.0,D,F Hallam,12.0,4.0,9.0,1.0,14.0,17.0,8.0,1.0,1.0,2.0,0.0,1.0,20241229,English Second
36,29/12/2024,2024/25,Watford,Cardiff,1,2,A,1.0,2.0,A,S Allison,9.0,9.0,1.0,3.0,15.0,12.0,4.0,2.0,2.0,3.0,0.0,0.0,20241229,English Second
37,29/12/2024,2024/25,Derby,Leeds,0,1,A,0.0,0.0,D,A Davies,4.0,17.0,1.0,6.0,14.0,9.0,2.0,9.0,1.0,1.0,0.0,0.0,20241229,English Second
38,29/12/2024,2024/25,Middlesbrough,Burnley,0,0,D,0.0,0.0,D,J Smith,8.0,8.0,3.0,1.0,10.0,12.0,1.0,4.0,1.0,3.0,0.0,0.0,20241229,English Second
39,26/12/2024,2024/25,Blackburn,Sunderland,2,2,D,1.0,0.0,H,R Madley,12.0,13.0,3.0,4.0,11.0,14.0,5.0,4.0,2.0,3.0,0.0,0.0,20241226,English Second
40,26/12/2024,2024/25,Bristol City,Luton,1,0,H,0.0,0.0,D,P Bankes,10.0,7.0,3.0,2.0,9.0,9.0,5.0,4.0,2.0,1.0,0.0,0.0,20241226,English Second
41,26/12/2024,2024/25,Coventry,Plymouth,4,0,H,4.0,0.0,H,A Herczeg,19.0,5.0,9.0,1.0,7.0,11.0,4.0,4.0,0.0,1.0,0.0,1.0,20241226,English Second
42,26/12/2024,2024/25,Middlesbrough,Sheffield Weds,3,3,D,3.0,0.0,H,A Backhouse,7.0,15.0,4.0,5.0,11.0,12.0,1.0,9.0,0.0,2.0,1.0,0.0,20241226,English Second
43,26/12/2024,2024/25,Norwich,Millwall,2,1,H,2.0,0.0,H,T Nield,9.0,8.0,4.0,2.0,8.0,11.0,4.0,2.0,2.0,1.0,0.0,0.0,20241226,English Second
44,26/12/2024,2024/25,Oxford,Cardiff,3,2,H,1.0,0.0,H,G Ward,13.0,8.0,5.0,3.0,14.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,20241226,English Second
45,26/12/2024,2024/25,Preston,Hull,1,0,H,0.0,0.0,D,J Smith,8.0,10.0,2.0,4.0,10.0,13.0,2.0,2.0,3.0,1.0,0.0,0.0,20241226,English Second
46,26/12/2024,2024/25,Sheffield United,Burnley,0,2,A,0.0,1.0,A,O Langford,9.0,8.0,3.0,4.0,10.0,14.0,6.0,5.0,3.0,1.0,0.0,0.0,20241226,English Second
47,26/12/2024,2024/25,Swansea,QPR,3,0,H,3.0,0.0,H,B Toner,10.0,4.0,8.0,0.0,13.0,8.0,3.0,3.0,2.0,3.0,0.0,0.0,20241226,English Second
48,26/12/2024,2024/25,Watford,Portsmouth,2,1,H,0.0,1.0,A,G Eltringham,13.0,5.0,6.0,1.0,12.0,13.0,11.0,5.0,1.0,6.0,1.0,0.0,20241226,English Second
49,26/12/2024,2024/25,Derby,West Brom,2,1,H,1.0,0.0,H,J Gillett,13.0,14.0,4.0,3.0,13.0,8.0,5.0,3.0,1.0,1.0,0.0,0.0,20241226,English Second
50,26/12/2024,2024/25,Stoke,Leeds,0,2,A,0.0,1.0,A,S Martin,3.0,20.0,2.0,5.0,8.0,8.0,1.0,7.0,4.0,0.0,0.0,0.0,20241226,English Second
51,22/12/2024,2024/25,West Brom,Bristol City,2,0,H,2.0,0.0,H,T Kirk,17.0,8.0,4.0,2.0,8.0,17.0,6.0,1.0,2.0,3.0,0.0,0.0,20241222,English Second
52,21/12/2024,2024/25,Hull,Swansea,2,1,H,1.0,1.0,D,T Bramall,12.0,8.0,5.0,2.0,12.0,11.0,3.0,5.0,2.0,2.0,0.0,0.0,20241221,English Second
53,21/12/2024,2024/25,Portsmouth,Coventry,4,1,H,2.0,1.0,H,D Whitestone,12.0,7.0,7.0,3.0,14.0,14.0,10.0,2.0,1.0,0.0,0.0,0.0,20241221,English Second
54,21/12/2024,2024/25,Sheffield Weds,Stoke,2,0,H,0.0,0.0,D,S Allison,6.0,15.0,4.0,4.0,12.0,12.0,6.0,6.0,2.0,2.0,1.0,0.0,20241221,English Second
55,21/12/2024,2024/25,Burnley,Watford,2,1,H,1.0,0.0,H,J Linington,15.0,9.0,5.0,2.0,12.0,16.0,7.0,3.0,3.0,1.0,0.0,0.0,20241221,English Second
56,21/12/2024,2024/25,Cardiff,Sheffield United,0,2,A,0.0,0.0,D,D Bond,8.0,12.0,2.0,5.0,13.0,11.0,3.0,6.0,3.0,1.0,0.0,0.0,20241221,English Second
57,21/12/2024,2024/25,Leeds,Oxford,4,0,H,1.0,0.0,H,J Bell,23.0,6.0,9.0,0.0,7.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,20241221,English Second
58,21/12/2024,2024/25,Millwall,Blackburn,1,0,H,0.0,0.0,D,D Webb,17.0,6.0,4.0,1.0,12.0,15.0,6.0,4.0,0.0,2.0,0.0,0.0,20241221,English Second
59,21/12/2024,2024/25,Plymouth,Middlesbrough,3,3,D,1.0,0.0,H,W Finnie,12.0,17.0,5.0,6.0,8.0,8.0,3.0,6.0,2.0,2.0,0.0,0.0,20241221,English Second
60,21/12/2024,2024/25,QPR,Preston,2,1,H,0.0,1.0,A,M Donohue,16.0,2.0,4.0,2.0,10.0,16.0,5.0,1.0,1.0,0.0,0.0,1.0,20241221,English Second
61,21/12/2024,2024/25,Sunderland,Norwich,2,1,H,0.0,1.0,A,L Doughty,7.0,7.0,4.0,4.0,15.0,14.0,4.0,2.0,5.0,3.0,0.0,1.0,20241221,English Second
62,20/12/2024,2024/25,Luton,Derby,2,1,H,0.0,0.0,D,A Kitchen,18.0,10.0,5.0,3.0,12.0,14.0,7.0,4.0,1.0,3.0,0.0,0.0,20241220,English Second
63,15/12/2024,2024/25,Watford,West Brom,2,1,H,1.0,0.0,H,G Ward,14.0,15.0,7.0,6.0,9.0,7.0,4.0,5.0,2.0,3.0,0.0,0.0,20241215,English Second
64,15/12/2024,2024/25,Norwich,Burnley,1,2,A,1.0,0.0,H,A Madley,12.0,10.0,6.0,5.0,14.0,13.0,6.0,5.0,3.0,1.0,0.0,0.0,20241215,English Second
65,14/12/2024,2024/25,Bristol City,QPR,1,1,D,0.0,0.0,D,L Smith,17.0,5.0,5.0,2.0,5.0,9.0,10.0,3.0,1.0,2.0,0.0,0.0,20241214,English Second
66,14/12/2024,2024/25,Coventry,Hull,2,1,H,0.0,1.0,A,R Madley,18.0,10.0,7.0,4.0,16.0,11.0,10.0,2.0,3.0,3.0,0.0,0.0,20241214,English Second
67,14/12/2024,2024/25,Preston,Leeds,1,1,D,1.0,0.0,H,J Busby,5.0,18.0,2.0,4.0,16.0,7.0,2.0,8.0,3.0,1.0,0.0,0.0,20241214,English Second
68,14/12/2024,2024/25,Blackburn,Luton,2,0,H,2.0,0.0,H,M Salisbury,12.0,10.0,6.0,4.0,14.0,11.0,4.0,4.0,3.0,2.0,0.0,1.0,20241214,English Second
69,14/12/2024,2024/25,Middlesbrough,Millwall,1,0,H,1.0,0.0,H,G Eltringham,11.0,12.0,2.0,4.0,14.0,10.0,3.0,4.0,2.0,2.0,0.0,0.0,20241214,English Second
70,14/12/2024,2024/25,Oxford,Sheffield Weds,1,3,A,1.0,1.0,D,S Martin,11.0,15.0,5.0,9.0,9.0,11.0,7.0,11.0,0.0,1.0,0.0,0.0,20241214,English Second
71,14/12/2024,2024/25,Sheffield United,Plymouth,2,0,H,1.0,0.0,H,F Hallam,10.0,12.0,3.0,4.0,10.0,13.0,2.0,3.0,0.0,2.0,0.0,0.0,20241214,English Second
72,14/12/2024,2024/25,Stoke,Cardiff,2,2,D,1.0,1.0,D,J Smith,14.0,19.0,5.0,4.0,10.0,10.0,4.0,4.0,4.0,1.0,0.0,0.0,20241214,English Second
73,14/12/2024,2024/25,Swansea,Sunderland,2,3,A,2.0,1.0,H,A Davies,10.0,13.0,4.0,5.0,12.0,14.0,2.0,4.0,1.0,4.0,0.0,0.0,20241214,English Second
74,13/12/2024,2024/25,Derby,Portsmouth,4,0,H,3.0,0.0,H,O Langford,17.0,3.0,7.0,0.0,8.0,6.0,5.0,3.0,0.0,1.0,0.0,0.0,20241213,English Second
75,11/12/2024,2024/25,Cardiff,Preston,0,2,A,0.0,0.0,D,J Linington,13.0,14.0,4.0,4.0,11.0,16.0,7.0,2.0,2.0,5.0,0.0,0.0,20241211,English Second
76,11/12/2024,2024/25,Hull,Watford,1,1,D,0.0,0.0,D,L Doughty,13.0,12.0,4.0,2.0,15.0,7.0,6.0,2.0,2.0,3.0,0.0,0.0,20241211,English Second
77,11/12/2024,2024/25,Millwall,Sheffield United,0,1,A,0.0,1.0,A,M Donohue,11.0,9.0,3.0,1.0,10.0,9.0,7.0,3.0,0.0,2.0,0.0,0.0,20241211,English Second
78,11/12/2024,2024/25,QPR,Oxford,2,0,H,0.0,0.0,D,A Herczeg,11.0,4.0,4.0,1.0,11.0,20.0,0.0,4.0,2.0,2.0,0.0,0.0,20241211,English Second
79,11/12/2024,2024/25,West Brom,Coventry,2,0,H,1.0,0.0,H,J Busby,10.0,16.0,2.0,4.0,5.0,7.0,9.0,9.0,1.0,1.0,0.0,0.0,20241211,English Second
80,10/12/2024,2024/25,Burnley,Derby,0,0,D,0.0,0.0,D,A Davies,14.0,6.0,4.0,1.0,8.0,15.0,6.0,2.0,1.0,1.0,0.0,0.0,20241210,English Second
81,10/12/2024,2024/25,Luton,Stoke,2,1,H,1.0,1.0,D,T Nield,18.0,15.0,8.0,4.0,7.0,16.0,10.0,4.0,1.0,2.0,0.0,0.0,20241210,English Second
82,10/12/2024,2024/25,Plymouth,Swansea,1,2,A,0.0,1.0,A,S Martin,14.0,10.0,2.0,2.0,10.0,20.0,6.0,3.0,0.0,3.0,0.0,0.0,20241210,English Second
83,10/12/2024,2024/25,Portsmouth,Norwich,0,0,D,0.0,0.0,D,A Kitchen,15.0,5.0,1.0,4.0,14.0,21.0,8.0,3.0,3.0,5.0,0.0,0.0,20241210,English Second
84,10/12/2024,2024/25,Sheffield Weds,Blackburn,0,1,A,0.0,0.0,D,J Smith,16.0,8.0,4.0,3.0,8.0,12.0,8.0,3.0,0.0,2.0,0.0,0.0,20241210,English Second
85,10/12/2024,2024/25,Sunderland,Bristol City,1,1,D,0.0,0.0,D,D Whitestone,21.0,7.0,5.0,2.0,10.0,12.0,8.0,4.0,2.0,5.0,0.0,0.0,20241210,English Second
86,10/12/2024,2024/25,Leeds,Middlesbrough,3,1,H,1.0,0.0,H,B Toner,17.0,6.0,5.0,2.0,11.0,17.0,7.0,4.0,1.0,2.0,0.0,0.0,20241210,English Second
87,8/12/2024,2024/25,West Brom,Sheffield United,2,2,D,1.0,2.0,A,D Webb,11.0,12.0,4.0,5.0,8.0,13.0,6.0,5.0,2.0,4.0,0.0,0.0,20241208,English Second
88,7/12/2024,2024/25,Leeds,Derby,2,0,H,2.0,0.0,H,M Donohue,18.0,3.0,6.0,1.0,6.0,10.0,10.0,2.0,0.0,1.0,0.0,0.0,20241207,English Second
89,7/12/2024,2024/25,Sheffield Weds,Preston,1,1,D,0.0,1.0,A,R Madley,13.0,14.0,4.0,7.0,16.0,9.0,6.0,3.0,4.0,2.0,0.0,0.0,20241207,English Second
90,7/12/2024,2024/25,Sunderland,Stoke,2,1,H,1.0,1.0,D,C Pawson,25.0,11.0,10.0,3.0,5.0,9.0,9.0,4.0,0.0,0.0,0.0,0.0,20241207,English Second
91,7/12/2024,2024/25,Hull,Blackburn,0,1,A,0.0,1.0,A,T Kirk,14.0,5.0,6.0,1.0,10.0,14.0,9.0,2.0,2.0,4.0,0.0,0.0,20241207,English Second
92,7/12/2024,2024/25,Luton,Swansea,1,1,D,1.0,0.0,H,J Bell,8.0,20.0,2.0,10.0,16.0,10.0,5.0,8.0,0.0,0.0,0.0,0.0,20241207,English Second
93,7/12/2024,2024/25,Millwall,Coventry,0,1,A,0.0,0.0,D,T Bramall,9.0,14.0,0.0,3.0,11.0,11.0,7.0,8.0,2.0,1.0,0.0,0.0,20241207,English Second
94,7/12/2024,2024/25,Portsmouth,Bristol City,3,0,H,1.0,0.0,H,S Gill,13.0,11.0,8.0,2.0,14.0,12.0,6.0,7.0,3.0,3.0,0.0,0.0,20241207,English Second
95,7/12/2024,2024/25,QPR,Norwich,3,0,H,2.0,0.0,H,A Backhouse,9.0,5.0,5.0,1.0,8.0,12.0,2.0,10.0,5.0,2.0,0.0,0.0,20241207,English Second
96,6/12/2024,2024/25,Burnley,Middlesbrough,1,1,D,1.0,1.0,D,A Kitchen,15.0,10.0,4.0,5.0,12.0,10.0,11.0,3.0,1.0,0.0,0.0,0.0,20241206,English Second
97,1/12/2024,2024/25,Derby,Sheffield Weds,1,2,A,1.0,0.0,H,J Busby,13.0,10.0,4.0,2.0,20.0,7.0,7.0,5.0,5.0,1.0,0.0,0.0,20241201,English Second
98,30/11/2024,2024/25,Middlesbrough,Hull,3,1,H,2.0,0.0,H,A Martin,21.0,10.0,9.0,3.0,9.0,10.0,7.0,6.0,1.0,2.0,0.0,0.0,20241130,English Second
99,30/11/2024,2024/25,Oxford,Millwall,1,1,D,0.0,1.0,A,A Backhouse,8.0,11.0,3.0,3.0,10.0,14.0,2.0,11.0,0.0,4.0,0.0,0.0,20241130,English Second
100,30/11/2024,2024/25,Watford,QPR,0,0,D,0.0,0.0,D,A Kitchen,17.0,16.0,6.0,1.0,17.0,14.0,7.0,5.0,2.0,3.0,0.0,0.0,20241130,English Second
101,30/11/2024,2024/25,Blackburn,Leeds,1,0,H,1.0,0.0,H,L Smith,11.0,13.0,2.0,5.0,9.0,12.0,3.0,9.0,2.0,2.0,0.0,0.0,20241130,English Second
102,30/11/2024,2024/25,Bristol City,Plymouth,4,0,H,0.0,0.0,D,T Robinson,25.0,4.0,12.0,2.0,7.0,16.0,5.0,2.0,1.0,3.0,0.0,0.0,20241130,English Second
103,30/11/2024,2024/25,Coventry,Cardiff,2,2,D,1.0,1.0,D,J Bell,11.0,10.0,6.0,4.0,10.0,15.0,5.0,1.0,1.0,5.0,0.0,0.0,20241130,English Second
104,30/11/2024,2024/25,Norwich,Luton,4,2,H,2.0,1.0,H,J Smith,16.0,12.0,6.0,3.0,9.0,12.0,6.0,5.0,1.0,2.0,0.0,0.0,20241130,English Second
105,30/11/2024,2024/25,Preston,West Brom,1,1,D,0.0,1.0,A,T Bramall,13.0,8.0,6.0,3.0,12.0,10.0,7.0,4.0,2.0,1.0,0.0,0.0,20241130,English Second
106,30/11/2024,2024/25,Stoke,Burnley,0,2,A,0.0,0.0,D,O Langford,14.0,16.0,5.0,4.0,10.0,5.0,6.0,4.0,2.0,0.0,0.0,0.0,20241130,English Second
107,30/11/2024,2024/25,Swansea,Portsmouth,2,2,D,1.0,2.0,A,W Finnie,22.0,6.0,6.0,4.0,8.0,11.0,9.0,1.0,2.0,4.0,0.0,0.0,20241130,English Second
108,29/11/2024,2024/25,Sheffield United,Sunderland,1,0,H,0.0,0.0,D,G Ward,14.0,16.0,4.0,2.0,12.0,8.0,8.0,8.0,4.0,2.0,1.0,1.0,20241129,English Second
109,27/11/2024,2024/25,Cardiff,QPR,0,2,A,0.0,1.0,A,S Martin,24.0,10.0,7.0,5.0,12.0,5.0,14.0,4.0,0.0,1.0,0.0,0.0,20241127,English Second
110,27/11/2024,2024/25,Leeds,Luton,3,0,H,2.0,0.0,H,S Allison,20.0,7.0,11.0,4.0,9.0,12.0,9.0,1.0,1.0,2.0,0.0,0.0,20241127,English Second
111,27/11/2024,2024/25,Middlesbrough,Blackburn,0,1,A,0.0,0.0,D,J Bell,10.0,7.0,2.0,2.0,7.0,7.0,5.0,3.0,1.0,0.0,0.0,0.0,20241127,English Second
112,27/11/2024,2024/25,Derby,Swansea,1,2,A,0.0,2.0,A,B Toner,18.0,3.0,7.0,2.0,16.0,14.0,6.0,2.0,3.0,1.0,0.0,0.0,20241127,English Second
113,26/11/2024,2024/25,Burnley,Coventry,2,0,H,0.0,0.0,D,A Backhouse,12.0,3.0,3.0,1.0,10.0,7.0,6.0,2.0,0.0,1.0,0.0,0.0,20241126,English Second
114,26/11/2024,2024/25,Hull,Sheffield Weds,0,2,A,0.0,1.0,A,O Langford,9.0,16.0,3.0,4.0,12.0,9.0,4.0,6.0,1.0,2.0,0.0,0.0,20241126,English Second
115,26/11/2024,2024/25,Norwich,Plymouth,6,1,H,2.0,1.0,H,S Gill,19.0,13.0,10.0,4.0,11.0,5.0,8.0,4.0,0.0,1.0,0.0,0.0,20241126,English Second
116,26/11/2024,2024/25,Sheffield United,Oxford,3,0,H,2.0,0.0,H,L Doughty,14.0,9.0,8.0,3.0,8.0,7.0,7.0,7.0,1.0,1.0,0.0,0.0,20241126,English Second
117,26/11/2024,2024/25,Stoke,Preston,0,0,D,0.0,0.0,D,M Donohue,12.0,8.0,1.0,3.0,7.0,10.0,8.0,10.0,1.0,1.0,0.0,0.0,20241126,English Second
118,26/11/2024,2024/25,Watford,Bristol City,1,0,H,0.0,0.0,D,J Linington,7.0,14.0,1.0,5.0,15.0,11.0,3.0,6.0,2.0,2.0,0.0,0.0,20241126,English Second
119,26/11/2024,2024/25,Sunderland,West Brom,0,0,D,0.0,0.0,D,R Madley,18.0,2.0,2.0,0.0,9.0,7.0,13.0,2.0,0.0,0.0,0.0,0.0,20241126,English Second
120,24/11/2024,2024/25,Swansea,Leeds,3,4,A,2.0,1.0,H,D Whitestone,10.0,13.0,5.0,4.0,11.0,11.0,1.0,2.0,1.0,2.0,0.0,0.0,20241124,English Second
121,23/11/2024,2024/25,Bristol City,Burnley,0,1,A,0.0,1.0,A,R Madley,7.0,14.0,2.0,5.0,9.0,15.0,8.0,3.0,3.0,4.0,0.0,0.0,20241123,English Second
122,23/11/2024,2024/25,Coventry,Sheffield United,2,2,D,1.0,2.0,A,D Bond,20.0,7.0,6.0,2.0,13.0,6.0,12.0,2.0,4.0,2.0,0.0,1.0,20241123,English Second
123,23/11/2024,2024/25,Sheffield Weds,Cardiff,1,1,D,1.0,1.0,D,A Kitchen,16.0,9.0,3.0,4.0,8.0,13.0,6.0,2.0,0.0,1.0,0.0,0.0,20241123,English Second
124,23/11/2024,2024/25,Luton,Hull,1,0,H,1.0,0.0,H,T Bramall,7.0,14.0,2.0,2.0,10.0,10.0,10.0,4.0,2.0,1.0,0.0,0.0,20241123,English Second
125,23/11/2024,2024/25,Millwall,Sunderland,1,1,D,0.0,1.0,A,J Busby,11.0,9.0,5.0,6.0,14.0,16.0,10.0,2.0,1.0,2.0,0.0,0.0,20241123,English Second
126,23/11/2024,2024/25,Oxford,Middlesbrough,2,6,A,1.0,3.0,A,J Smith,11.0,16.0,7.0,12.0,9.0,8.0,6.0,9.0,1.0,3.0,0.0,0.0,20241123,English Second
127,23/11/2024,2024/25,Preston,Derby,1,1,D,1.0,1.0,D,D Webb,11.0,5.0,3.0,1.0,8.0,12.0,7.0,3.0,2.0,2.0,0.0,0.0,20241123,English Second
128,23/11/2024,2024/25,QPR,Stoke,1,1,D,0.0,1.0,A,G Ward,23.0,9.0,5.0,5.0,9.0,10.0,10.0,4.0,3.0,2.0,0.0,0.0,20241123,English Second
129,23/11/2024,2024/25,West Brom,Norwich,2,2,D,2.0,2.0,D,L Smith,22.0,11.0,6.0,5.0,4.0,12.0,11.0,2.0,1.0,2.0,0.0,0.0,20241123,English Second
130,22/11/2024,2024/25,Plymouth,Watford,2,2,D,1.0,2.0,A,A Davies,10.0,12.0,3.0,5.0,5.0,13.0,2.0,8.0,2.0,1.0,0.0,0.0,20241122,English Second
131,10/11/2024,2024/25,Sheffield United,Sheffield Weds,1,0,H,0.0,0.0,D,L Smith,8.0,10.0,1.0,0.0,15.0,22.0,5.0,6.0,1.0,3.0,0.0,0.0,20241110,English Second
132,10/11/2024,2024/25,Hull,West Brom,1,2,A,1.0,2.0,A,A Kitchen,13.0,5.0,3.0,3.0,16.0,10.0,4.0,3.0,1.0,2.0,0.0,0.0,20241110,English Second
133,10/11/2024,2024/25,Burnley,Swansea,1,0,H,0.0,0.0,D,D Webb,2.0,9.0,7.0,4.0,13.0,12.0,5.0,1.0,1.0,3.0,0.0,0.0,20241110,English Second
134,9/11/2024,2024/25,Cardiff,Blackburn,1,3,A,0.0,1.0,A,G Ward,20.0,10.0,8.0,7.0,11.0,6.0,12.0,1.0,0.0,3.0,0.0,0.0,20241109,English Second
